date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:46	270/270	---MCZ	200	added ('OK')	text/css	etag:W/%2210e-662cc1ae-8ac8abb655377a1d;;;%22	https://okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/extensions/woocommerce-extra/static/bundle/custom-badges.min.css?ver=2.0.42	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/extensions/woocommerce-extra/static/bundle/custom-badges.min12fd.css	(from https://okstartups.com/)
13:15:47	757/757	---MCZ	200	added ('OK')	text/css	etag:W/%222f5-662cc1ae-61d0d8a852c6d5d1;br%22	https://okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/extensions/woocommerce-extra/static/bundle/sale-countdown.min.css?ver=2.0.42	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/extensions/woocommerce-extra/static/bundle/sale-countdown.min12fd.css	(from https://okstartups.com/)
13:15:47	3922/3922	---MCZ	200	added ('OK')	text/css	etag:W/%22f52-662cc1ae-d16b068d1f153edf;br%22	https://okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/extensions/mega-menu/static/bundle/main.min.css?ver=2.0.42	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/extensions/mega-menu/static/bundle/main.min12fd.css	(from https://okstartups.com/)
13:15:48	1516/1516	---MCZ	200	added ('OK')	text/css	etag:W/%225ec-661834ce-c5bfda0c9ff47574;br%22	https://okstartups.com/wp-content/themes/blocksy/static/bundle/elementor-frontend.min.css?ver=2.0.39	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/themes/blocksy/static/bundle/elementor-frontend.min765d.css	(from https://okstartups.com/)
13:15:48	938/938	---MCZ	200	added ('OK')	text/css	etag:W/%223aa-661834ce-944da0564bde0ba;br%22	https://okstartups.com/wp-content/themes/blocksy/static/bundle/elementor-woocommerce-frontend.min.css?ver=2.0.39	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/themes/blocksy/static/bundle/elementor-woocommerce-frontend.min765d.css	(from https://okstartups.com/)
13:15:48	525/525	---MCZ	200	added ('OK')	text/css	etag:W/%2220d-662cc1ae-5d9b01988f486a21;br%22	https://okstartups.com/wp-content/plugins/blocksy-companion-pro/static/bundle/header-account.min.css?ver=2.0.42	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/blocksy-companion-pro/static/bundle/header-account.min12fd.css	(from https://okstartups.com/)
13:15:48	3171/3171	---MCZ	200	added ('OK')	text/css	etag:W/%22c63-662cc1ae-8d0506c63737f2db;br%22	https://okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/static/bundle/popups.min.css?ver=2.0.42	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/blocksy-companion-pro/framework/premium/static/bundle/popups.min12fd.css	(from https://okstartups.com/)
13:15:50	445845/445845	---MCZ	200	added ('OK')	text/css	etag:W/%226cd95-662f3083-e6e6367d9335b61c;br%22	https://okstartups.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.1.3	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles583f.css	(from https://okstartups.com/)
13:15:50	390267/390267	---MCZ	200	added ('OK')	text/css	etag:W/%225f52f-659e43ce-eca44ae22b5e33f7;br%22	https://okstartups.com/wp-content/plugins/elementskit/widgets/init/assets/css/widget-styles-pro.css?ver=3.5.0	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementskit/widgets/init/assets/css/widget-styles-pro3b71.css	(from https://okstartups.com/)
13:15:50	30262/30262	---MCZ	200	added ('OK')	text/css	etag:W/%22765b-662f3083-ce64e830e2cd13a9;br%22	https://okstartups.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.1.3	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive583f.css	(from https://okstartups.com/)
13:15:50	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%22e2d7-665371bc-95ae2ae3b1715240;br%22	https://okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://okstartups.com/)
13:15:51	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2229d-665371bc-73a4b444ba705cff;br%22	https://okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://okstartups.com/)
13:15:51	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%222a5-665371bc-53d2e0b9118e17e7;br%22	https://okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://okstartups.com/)
13:15:52	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%222a3-665371bc-23253692d8155d3b;br%22	https://okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://okstartups.com/)
13:15:52	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215601-661d95ea-179539f8b0ba891b;br%22	https://okstartups.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://okstartups.com/)
13:15:53	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223509-661d95ea-e6f59c991eaa9d83;br%22	https://okstartups.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://okstartups.com/)
13:15:54	9636/9636	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2225a4-665f4e87-b177f0e12a04c0ba;br%22	https://okstartups.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.9.2	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min2cf3.js	(from https://okstartups.com/)
13:15:54	1720/1720	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226b8-665f4e87-b92495bc14e270b9;br%22	https://okstartups.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.9.2	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minfb7e.js	(from https://okstartups.com/)
13:15:55	2467/2467	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229a3-665f4e87-4065eaa733b0fd64;br%22	https://okstartups.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.9.2	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min1da8.js	(from https://okstartups.com/)
13:15:55	2939/2939	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b7b-665f4e87-8fd1b527ac0751da;br%22	https://okstartups.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=8.9.2	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min1da8.js	(from https://okstartups.com/)
13:15:56	14749/14749	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2239a7-659e43cd-5d7b7b2f12611e63;br%22	https://okstartups.com/wp-content/plugins/elementskit/modules/parallax/assets/js/jarallax.js?ver=3.5.0	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementskit/modules/parallax/assets/js/jarallax3b71.js	(from https://okstartups.com/)
13:15:56	15073/15073	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223ae1-665371bc-98d40be93452d019;br%22	https://okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.21.8	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min3cad.js	(from https://okstartups.com/)
13:16:01	203812/203812	---MCZ	200	added ('OK')	application/json	date:Sat,%2008%20Jun%202024%2007:46:02%20GMT	https://okstartups.com/wp-json/wp/v2/pages/1351	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-json/wp/v2/pages/1351.json	(from https://okstartups.com/)
13:16:01	1272025/1272025	---MCZ	200	added ('OK')	application/json	date:Sat,%2008%20Jun%202024%2007:46:01%20GMT	https://okstartups.com/wp-json/	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-json/index.html	(from https://okstartups.com/)
13:16:06	798/798	---MCZ	200	added ('OK')	text/xml	date:Sat,%2008%20Jun%202024%2007:46:08%20GMT	https://okstartups.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/final-year-project/okstartups.com/xmlrpc0db0.php	(from https://okstartups.com/)
13:16:11	2015/2015	---MCZ	200	added ('OK')	application/json	date:Sat,%2008%20Jun%202024%2007:46:12%20GMT	https://okstartups.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fokstartups.com%2F	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-json/oembed/1.0/embed6a69.json	(from https://okstartups.com/)
13:16:14	2177/2177	---MCZ	200	added ('OK')	text/xml	date:Sat,%2008%20Jun%202024%2007:46:16%20GMT	https://okstartups.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fokstartups.com%2F&format=xml	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-json/oembed/1.0/embedf4ca	(from https://okstartups.com/)
13:16:16	99/99	---MCZ	200	added ('OK')	text/css	etag:W/%2263-661834ce-9aa7978abbcf1ca4;;;%22	https://okstartups.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	(from https://okstartups.com/)
13:16:16	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Jun%202024%2007:46:18%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/final-year-project/www.googletagmanager.com/gtm.365445.delayed	(from https://okstartups.com/)
13:16:16	774/774	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2008%20Jun%202024%2007:46:18%20GMT	https://okstartups.com/wp-content/plugins/elementskit/modules/parallax/	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/plugins/elementskit/modules/parallax/index.html	(from https://okstartups.com/)
13:16:17	2210/2210	---M--	200	added ('OK')	image/png	etag:%228a2-66183958-9d2cd3c552dada32;;;%22	https://okstartups.com/wp-content/uploads/2024/01/cropped-avatar-ProfilePictureMaker.com_-32x32.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2024/01/cropped-avatar-ProfilePictureMaker.com_-32x32.png	(from https://okstartups.com/)
13:16:17	22596/22596	---M--	200	added ('OK')	image/png	etag:%225844-6618395b-5f278e2b69c710b2;;;%22	https://okstartups.com/wp-content/uploads/2024/01/cropped-avatar-ProfilePictureMaker.com_-192x192.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2024/01/cropped-avatar-ProfilePictureMaker.com_-192x192.png	(from https://okstartups.com/)
13:16:17	20519/20519	---M--	200	added ('OK')	image/png	etag:%225027-6618395d-87264e43c0d8087c;;;%22	https://okstartups.com/wp-content/uploads/2024/01/cropped-avatar-ProfilePictureMaker.com_-180x180.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2024/01/cropped-avatar-ProfilePictureMaker.com_-180x180.png	(from https://okstartups.com/)
13:16:17	2593/2593	---M--	200	added ('OK')	image/png	etag:%22a21-653ec0e1-5b0b28bb4735846f;;;%22	https://okstartups.com/wp-content/uploads/2023/10/New-Logo.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2023/10/New-Logo.png	(from https://okstartups.com/)
13:16:18	1356/1356	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254c-6522ed4e-4e9f01c881a9e3ba;br%22	https://okstartups.com/wp-content/uploads/2023/10/White-logo-only.svg	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2023/10/White-logo-only.svg	(from https://okstartups.com/)
13:16:19	111801/111801	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:46:21%20GMT	https://okstartups.com/product/gst-registration/	C:/My%20Web%20Sites/final-year-project/okstartups.com/product/gst-registration/index.html	(from https://okstartups.com/)
13:16:22	95391/95391	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:46:22%20GMT	https://okstartups.com/account/	C:/My%20Web%20Sites/final-year-project/okstartups.com/account/index.html	(from https://okstartups.com/)
13:16:23	111801/111801	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:46:22%20GMT	https://okstartups.com/product/msme-certificate/	C:/My%20Web%20Sites/final-year-project/okstartups.com/product/msme-certificate/index.html	(from https://okstartups.com/)
13:16:23	111807/111807	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:46:22%20GMT	https://okstartups.com/product/trademark-application/	C:/My%20Web%20Sites/final-year-project/okstartups.com/product/trademark-application/index.html	(from https://okstartups.com/)
13:16:23	77330/77330	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2212e12-6522ab6a-989703e865019f15;br%22	https://okstartups.com/wp-content/uploads/2023/10/lll.svg	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2023/10/lll.svg	(from https://okstartups.com/)
13:16:24	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2008%20Jun%202024%2007:46:25%20GMT	https://okstartups.com/checkout/	C:/My%20Web%20Sites/final-year-project/okstartups.com/checkout/index.html	(from https://okstartups.com/)
13:16:24	26887/26887	---M--	200	added ('OK')	image/png	etag:%226907-661837d3-d44c5d2cd6d0721c;;;%22	https://okstartups.com/wp-content/uploads/2024/01/Sole-Proprietor.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2024/01/Sole-Proprietor.png	(from https://okstartups.com/)
13:16:25	90905/90905	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:46:26%20GMT	https://okstartups.com/career/	C:/My%20Web%20Sites/final-year-project/okstartups.com/career/index.html	(from https://okstartups.com/)
13:16:25	24247/24247	---M--	200	added ('OK')	image/png	etag:%225eb7-661837ce-2093223bc3dbf8a4;;;%22	https://okstartups.com/wp-content/uploads/2024/01/LLP.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2024/01/LLP.png	(from https://okstartups.com/)
13:16:25	114129/114129	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:46:27%20GMT	https://okstartups.com/product/sole-proprietorship/	C:/My%20Web%20Sites/final-year-project/okstartups.com/product/sole-proprietorship/index.html	(from https://okstartups.com/)
13:16:26	37564/37564	---M--	200	added ('OK')	image/png	etag:%2292bc-661837ca-c066b66f909fac2a;;;%22	https://okstartups.com/wp-content/uploads/2024/01/Companyy.png	C:/My%20Web%20Sites/final-year-project/okstartups.com/wp-content/uploads/2024/01/Companyy.png	(from https://okstartups.com/)
